,title,userId,rating
382,"4 Months, 3 Weeks and 2 Days",597,3.0
383,42nd Street,34,4.0
384,42nd Street,49,4.0
385,42nd Street,102,5.0
386,42nd Street,195,4.0
387,42nd Street,232,4.0
388,42nd Street,248,5.0
389,42nd Street,311,3.5
390,42nd Street,355,3.5
391,42nd Street,358,3.0
392,42nd Street,452,4.0
393,42nd Street,577,5.0
394,48 Hrs.,2,5.0
395,48 Hrs.,5,4.0
396,48 Hrs.,15,3.0
397,48 Hrs.,19,3.0
398,48 Hrs.,20,3.0
399,48 Hrs.,23,3.5
400,48 Hrs.,24,3.0
401,48 Hrs.,30,5.0
402,48 Hrs.,32,5.0
403,48 Hrs.,34,4.0
404,48 Hrs.,39,4.0
405,48 Hrs.,47,4.0
406,48 Hrs.,50,3.0
407,48 Hrs.,58,5.0
408,48 Hrs.,59,4.0
409,48 Hrs.,63,4.0
410,48 Hrs.,64,3.0
411,48 Hrs.,68,4.0
412,48 Hrs.,72,3.5
413,48 Hrs.,73,3.5
414,48 Hrs.,78,3.5
415,48 Hrs.,79,2.5
416,48 Hrs.,82,4.0
417,48 Hrs.,83,5.0
418,48 Hrs.,86,4.0
419,48 Hrs.,88,4.0
420,48 Hrs.,92,3.0
421,48 Hrs.,93,4.0
422,48 Hrs.,94,5.0
423,48 Hrs.,102,4.0
424,48 Hrs.,104,4.0
425,48 Hrs.,105,3.0
426,48 Hrs.,110,5.0
427,48 Hrs.,111,4.0
428,48 Hrs.,121,4.0
429,48 Hrs.,122,3.0
430,48 Hrs.,125,4.5
431,48 Hrs.,126,5.0
432,48 Hrs.,130,4.0
433,48 Hrs.,142,3.0
434,48 Hrs.,144,3.0
435,48 Hrs.,145,3.0
436,48 Hrs.,146,4.0
437,48 Hrs.,151,5.0
438,48 Hrs.,152,3.5
439,48 Hrs.,159,3.5
440,48 Hrs.,161,4.0
441,48 Hrs.,163,4.5
442,48 Hrs.,168,4.0
443,48 Hrs.,172,4.0
444,48 Hrs.,177,5.0
445,48 Hrs.,182,5.0
446,48 Hrs.,185,3.0
447,48 Hrs.,188,5.0
448,48 Hrs.,191,4.0
449,48 Hrs.,194,4.0
450,48 Hrs.,195,3.0
451,48 Hrs.,201,5.0
452,48 Hrs.,212,4.0
453,48 Hrs.,213,1.5
454,48 Hrs.,224,5.0
455,48 Hrs.,225,4.0
456,48 Hrs.,232,4.0
457,48 Hrs.,240,4.0
458,48 Hrs.,241,2.0
459,48 Hrs.,242,5.0
460,48 Hrs.,243,2.5
461,48 Hrs.,253,4.0
462,48 Hrs.,254,3.0
463,48 Hrs.,261,3.5
464,48 Hrs.,266,5.0
465,48 Hrs.,268,4.5
466,48 Hrs.,273,3.5
467,48 Hrs.,279,4.0
468,48 Hrs.,281,3.5
469,48 Hrs.,282,4.5
470,48 Hrs.,283,4.0
471,48 Hrs.,286,5.0
472,48 Hrs.,288,3.0
473,48 Hrs.,290,4.0
474,48 Hrs.,292,4.0
475,48 Hrs.,295,4.5
476,48 Hrs.,300,4.5
477,48 Hrs.,304,4.0
478,48 Hrs.,306,4.0
479,48 Hrs.,308,3.0
480,48 Hrs.,311,5.0
481,48 Hrs.,313,3.5
482,48 Hrs.,317,4.0
483,48 Hrs.,324,4.0
484,48 Hrs.,328,4.0
485,48 Hrs.,330,2.0
486,48 Hrs.,338,4.0
487,48 Hrs.,342,5.0
488,48 Hrs.,353,2.0
489,48 Hrs.,355,3.0
490,48 Hrs.,365,5.0
491,48 Hrs.,369,4.0
492,48 Hrs.,375,5.0
493,48 Hrs.,380,4.0
494,48 Hrs.,382,3.0
495,48 Hrs.,383,4.0
496,48 Hrs.,385,4.0
497,48 Hrs.,388,4.5
498,48 Hrs.,389,4.0
499,48 Hrs.,391,2.0
500,48 Hrs.,396,5.0
501,48 Hrs.,400,4.0
502,48 Hrs.,402,4.5
503,48 Hrs.,407,5.0
504,48 Hrs.,408,3.0
505,48 Hrs.,409,4.0
506,48 Hrs.,415,3.0
507,48 Hrs.,416,3.0
508,48 Hrs.,418,4.0
509,48 Hrs.,421,4.0
510,48 Hrs.,426,4.5
511,48 Hrs.,430,4.0
512,48 Hrs.,431,4.0
513,48 Hrs.,432,4.5
514,48 Hrs.,434,3.0
515,48 Hrs.,437,5.0
516,48 Hrs.,440,5.0
517,48 Hrs.,441,3.5
518,48 Hrs.,442,4.0
519,48 Hrs.,447,4.0
520,48 Hrs.,449,4.0
521,48 Hrs.,452,4.0
522,48 Hrs.,461,3.0
523,48 Hrs.,466,4.0
524,48 Hrs.,468,3.0
525,48 Hrs.,471,4.5
526,48 Hrs.,472,3.0
527,48 Hrs.,479,5.0
528,48 Hrs.,480,4.5
529,48 Hrs.,487,4.0
530,48 Hrs.,495,4.0
531,48 Hrs.,496,4.0
532,48 Hrs.,502,3.0
533,48 Hrs.,508,5.0
534,48 Hrs.,509,3.0
535,48 Hrs.,511,4.0
536,48 Hrs.,513,3.0
537,48 Hrs.,514,4.0
538,48 Hrs.,523,3.5
539,48 Hrs.,533,4.0
540,48 Hrs.,534,5.0
541,48 Hrs.,536,5.0
542,48 Hrs.,537,4.0
543,48 Hrs.,538,4.0
544,48 Hrs.,544,5.0
545,48 Hrs.,547,4.0
546,48 Hrs.,548,3.0
547,48 Hrs.,551,4.0
548,48 Hrs.,555,3.0
549,48 Hrs.,556,5.0
550,48 Hrs.,559,5.0
551,48 Hrs.,560,4.5
552,48 Hrs.,561,4.0
553,48 Hrs.,562,4.5
554,48 Hrs.,563,2.5
555,48 Hrs.,564,3.0
556,48 Hrs.,565,3.0
557,48 Hrs.,568,3.0
558,48 Hrs.,570,3.5
559,48 Hrs.,571,4.0
560,48 Hrs.,574,3.0
561,48 Hrs.,577,4.5
562,48 Hrs.,587,4.5
563,48 Hrs.,588,4.0
564,48 Hrs.,589,4.0
565,48 Hrs.,590,5.0
566,48 Hrs.,592,4.0
567,48 Hrs.,593,4.0
568,48 Hrs.,595,4.0
569,48 Hrs.,596,3.5
570,48 Hrs.,599,1.5
571,48 Hrs.,602,3.0
572,48 Hrs.,603,4.0
573,48 Hrs.,605,4.0
574,48 Hrs.,607,4.0
575,48 Hrs.,619,5.0
576,48 Hrs.,623,4.0
577,48 Hrs.,624,3.0
578,48 Hrs.,627,3.0
579,48 Hrs.,629,3.0
580,48 Hrs.,632,4.0
581,48 Hrs.,633,4.0
582,48 Hrs.,639,4.0
583,48 Hrs.,641,4.0
584,48 Hrs.,649,4.0
585,48 Hrs.,653,4.0
586,48 Hrs.,654,5.0
587,48 Hrs.,657,4.0
588,48 Hrs.,658,5.0
589,48 Hrs.,659,5.0
590,48 Hrs.,662,4.0
591,48 Hrs.,666,4.0
592,48 Hrs.,667,4.0
593,48 Hrs.,670,3.0
594,5 Card Stud,8,3.5
595,5 Card Stud,13,4.5
596,5 Card Stud,15,5.0
597,5 Card Stud,17,4.5
598,5 Card Stud,20,4.0
599,5 Card Stud,22,5.0
600,5 Card Stud,23,4.0
601,5 Card Stud,30,3.0
602,5 Card Stud,31,4.5
603,5 Card Stud,38,4.0
604,5 Card Stud,40,4.5
605,5 Card Stud,42,5.0
606,5 Card Stud,46,5.0
607,5 Card Stud,48,4.5
608,5 Card Stud,56,4.0
609,5 Card Stud,59,4.5
610,5 Card Stud,61,5.0
611,5 Card Stud,63,5.0
612,5 Card Stud,68,5.0
613,5 Card Stud,69,5.0
614,5 Card Stud,72,3.0
615,5 Card Stud,73,5.0
616,5 Card Stud,75,4.5
617,5 Card Stud,77,3.0
618,5 Card Stud,78,4.5
619,5 Card Stud,79,3.0
620,5 Card Stud,84,4.5
621,5 Card Stud,88,4.0
622,5 Card Stud,91,5.0
623,5 Card Stud,93,5.0
624,5 Card Stud,94,4.5
625,5 Card Stud,95,5.0
626,5 Card Stud,99,5.0
627,5 Card Stud,101,5.0
628,5 Card Stud,104,4.0
629,5 Card Stud,105,5.0
630,5 Card Stud,109,4.0
631,5 Card Stud,111,4.0
632,5 Card Stud,116,5.0
633,5 Card Stud,124,5.0
634,5 Card Stud,125,4.5
635,5 Card Stud,128,5.0
636,5 Card Stud,130,5.0
637,5 Card Stud,133,0.5
638,5 Card Stud,134,3.0
639,5 Card Stud,136,4.0
640,5 Card Stud,138,3.5
641,5 Card Stud,148,5.0
642,5 Card Stud,150,4.5
643,5 Card Stud,152,4.0
644,5 Card Stud,157,3.5
645,5 Card Stud,159,4.5
646,5 Card Stud,163,3.5
647,5 Card Stud,164,3.0
648,5 Card Stud,169,5.0
649,5 Card Stud,175,5.0
650,5 Card Stud,176,4.5
651,5 Card Stud,185,5.0
652,5 Card Stud,186,5.0
653,5 Card Stud,187,1.0
654,5 Card Stud,199,4.0
655,5 Card Stud,201,5.0
656,5 Card Stud,205,4.0
657,5 Card Stud,212,5.0
658,5 Card Stud,213,4.5
659,5 Card Stud,216,5.0
660,5 Card Stud,219,0.5
661,5 Card Stud,228,4.0
662,5 Card Stud,234,4.5
663,5 Card Stud,236,2.5
664,5 Card Stud,243,5.0
665,5 Card Stud,244,4.5
666,5 Card Stud,245,4.0
667,5 Card Stud,248,5.0
668,5 Card Stud,251,4.0
669,5 Card Stud,253,5.0
670,5 Card Stud,255,5.0
671,5 Card Stud,257,4.5
672,5 Card Stud,261,3.5
673,5 Card Stud,262,3.0
674,5 Card Stud,268,5.0
675,5 Card Stud,270,5.0
676,5 Card Stud,271,4.0
677,5 Card Stud,272,5.0
678,5 Card Stud,273,5.0
679,5 Card Stud,282,5.0
680,5 Card Stud,287,5.0
681,5 Card Stud,292,4.0
682,5 Card Stud,293,4.0
683,5 Card Stud,294,4.0
684,5 Card Stud,295,5.0
685,5 Card Stud,298,3.0
686,5 Card Stud,304,2.5
687,5 Card Stud,309,5.0
688,5 Card Stud,313,4.5
689,5 Card Stud,316,4.0
690,5 Card Stud,324,2.5
691,5 Card Stud,340,5.0
692,5 Card Stud,345,4.0
693,5 Card Stud,346,4.0
694,5 Card Stud,347,5.0
695,5 Card Stud,350,5.0
696,5 Card Stud,353,2.0
697,5 Card Stud,355,4.5
698,5 Card Stud,362,3.0
699,5 Card Stud,365,5.0
700,5 Card Stud,370,5.0
701,5 Card Stud,371,1.5
702,5 Card Stud,379,4.0
703,5 Card Stud,380,4.5
704,5 Card Stud,382,4.0
705,5 Card Stud,384,4.0
706,5 Card Stud,388,5.0
707,5 Card Stud,394,2.0
708,5 Card Stud,402,4.0
709,5 Card Stud,405,4.5
710,5 Card Stud,406,5.0
711,5 Card Stud,407,5.0
712,5 Card Stud,410,5.0
713,5 Card Stud,417,4.5
714,5 Card Stud,418,5.0
715,5 Card Stud,423,3.0
716,5 Card Stud,425,4.0
717,5 Card Stud,426,5.0
718,5 Card Stud,428,4.0
719,5 Card Stud,429,2.0
720,5 Card Stud,430,3.5
721,5 Card Stud,431,4.5
722,5 Card Stud,433,5.0
723,5 Card Stud,438,4.0
724,5 Card Stud,441,5.0
725,5 Card Stud,442,4.5
726,5 Card Stud,446,5.0
727,5 Card Stud,448,5.0
728,5 Card Stud,450,1.0
729,5 Card Stud,456,4.0
730,5 Card Stud,458,5.0
731,5 Card Stud,460,3.5
732,5 Card Stud,461,4.5
733,5 Card Stud,463,5.0
734,5 Card Stud,468,3.5
735,5 Card Stud,471,5.0
736,5 Card Stud,472,3.0
737,5 Card Stud,475,5.0
738,5 Card Stud,478,5.0
739,5 Card Stud,479,2.0
740,5 Card Stud,480,5.0
741,5 Card Stud,481,5.0
742,5 Card Stud,483,4.0
743,5 Card Stud,488,3.5
744,5 Card Stud,500,1.5
745,5 Card Stud,501,4.5
746,5 Card Stud,503,3.0
747,5 Card Stud,509,4.5
748,5 Card Stud,519,4.5
749,5 Card Stud,520,5.0
750,5 Card Stud,521,4.5
751,5 Card Stud,522,4.0
752,5 Card Stud,523,4.5
753,5 Card Stud,525,5.0
754,5 Card Stud,527,4.5
755,5 Card Stud,528,4.0
756,5 Card Stud,531,0.5
757,5 Card Stud,532,4.5
758,5 Card Stud,542,4.0
759,5 Card Stud,544,4.0
760,5 Card Stud,547,2.5
761,5 Card Stud,553,5.0
762,5 Card Stud,554,4.0
763,5 Card Stud,561,5.0
764,5 Card Stud,562,5.0
765,5 Card Stud,570,5.0
766,5 Card Stud,572,4.5
767,5 Card Stud,574,4.0
768,5 Card Stud,575,5.0
769,5 Card Stud,577,5.0
770,5 Card Stud,580,4.5
771,5 Card Stud,582,4.0
772,5 Card Stud,584,5.0
773,5 Card Stud,586,5.0
774,5 Card Stud,587,2.5
775,5 Card Stud,596,3.0
776,5 Card Stud,598,5.0
777,5 Card Stud,599,4.0
778,5 Card Stud,607,4.5
779,5 Card Stud,612,4.5
780,5 Card Stud,613,4.5
781,5 Card Stud,615,3.5
782,5 Card Stud,620,0.5
783,5 Card Stud,621,5.0
784,5 Card Stud,622,5.0
785,5 Card Stud,624,4.0
786,5 Card Stud,627,4.5
787,5 Card Stud,648,1.5
788,5 Card Stud,654,5.0
789,5 Card Stud,655,5.0
790,5 Card Stud,660,4.0
791,5 Card Stud,664,4.0
792,5 Card Stud,665,5.0
793,5 Card Stud,671,5.0
794,7 Virgins,15,3.0
795,7 Virgins,19,1.0
796,7 Virgins,36,4.0
797,7 Virgins,73,3.5
798,7 Virgins,86,3.0
799,7 Virgins,105,3.5
800,7 Virgins,119,4.0
801,7 Virgins,158,3.5
802,7 Virgins,177,4.0
803,7 Virgins,189,4.0
804,7 Virgins,220,4.0
805,7 Virgins,242,2.0
806,7 Virgins,254,4.0
807,7 Virgins,285,4.0
808,7 Virgins,344,4.0
809,7 Virgins,384,3.0
810,7 Virgins,391,4.0
811,7 Virgins,399,1.0
812,7 Virgins,416,3.0
