,title,rating,userId
112,2001: A Space Odyssey,3.0,2
113,2001: A Space Odyssey,2.0,15
114,2001: A Space Odyssey,4.0,18
115,2001: A Space Odyssey,4.0,23
116,2001: A Space Odyssey,5.0,44
117,2001: A Space Odyssey,3.0,67
118,2001: A Space Odyssey,5.0,70
119,2001: A Space Odyssey,3.5,77
120,2001: A Space Odyssey,3.0,86
121,2001: A Space Odyssey,1.0,87
122,2001: A Space Odyssey,3.5,88
123,2001: A Space Odyssey,3.0,92
124,2001: A Space Odyssey,3.5,93
125,2001: A Space Odyssey,3.0,100
126,2001: A Space Odyssey,4.0,119
127,2001: A Space Odyssey,3.0,154
128,2001: A Space Odyssey,3.5,159
129,2001: A Space Odyssey,4.0,161
130,2001: A Space Odyssey,5.0,162
131,2001: A Space Odyssey,3.5,165
132,2001: A Space Odyssey,4.0,173
133,2001: A Space Odyssey,5.0,182
134,2001: A Space Odyssey,3.0,188
135,2001: A Space Odyssey,5.0,192
136,2001: A Space Odyssey,5.0,211
137,2001: A Space Odyssey,4.0,220
138,2001: A Space Odyssey,4.0,223
139,2001: A Space Odyssey,5.0,232
140,2001: A Space Odyssey,4.5,235
141,2001: A Space Odyssey,5.0,245
142,2001: A Space Odyssey,4.5,253
143,2001: A Space Odyssey,4.0,256
144,2001: A Space Odyssey,3.5,263
145,2001: A Space Odyssey,4.0,266
146,2001: A Space Odyssey,3.0,284
147,2001: A Space Odyssey,4.0,292
148,2001: A Space Odyssey,3.5,294
149,2001: A Space Odyssey,3.5,303
150,2001: A Space Odyssey,3.0,306
151,2001: A Space Odyssey,2.5,311
152,2001: A Space Odyssey,3.5,324
153,2001: A Space Odyssey,4.0,338
154,2001: A Space Odyssey,2.0,343
155,2001: A Space Odyssey,3.5,345
156,2001: A Space Odyssey,3.5,353
157,2001: A Space Odyssey,3.5,382
158,2001: A Space Odyssey,4.0,383
159,2001: A Space Odyssey,3.0,388
160,2001: A Space Odyssey,4.0,389
161,2001: A Space Odyssey,3.0,390
162,2001: A Space Odyssey,4.0,413
163,2001: A Space Odyssey,5.0,416
164,2001: A Space Odyssey,3.0,422
165,2001: A Space Odyssey,5.0,447
166,2001: A Space Odyssey,4.0,449
167,2001: A Space Odyssey,3.0,452
168,2001: A Space Odyssey,2.5,461
169,2001: A Space Odyssey,5.0,464
170,2001: A Space Odyssey,2.5,468
171,2001: A Space Odyssey,5.0,484
172,2001: A Space Odyssey,5.0,496
173,2001: A Space Odyssey,3.5,500
174,2001: A Space Odyssey,3.0,502
175,2001: A Space Odyssey,4.0,507
176,2001: A Space Odyssey,3.0,509
177,2001: A Space Odyssey,3.0,514
178,2001: A Space Odyssey,3.5,527
179,2001: A Space Odyssey,4.0,529
180,2001: A Space Odyssey,4.0,530
181,2001: A Space Odyssey,4.0,537
182,2001: A Space Odyssey,3.0,548
183,2001: A Space Odyssey,4.0,561
184,2001: A Space Odyssey,1.0,564
185,2001: A Space Odyssey,3.0,575
186,2001: A Space Odyssey,3.5,582
187,2001: A Space Odyssey,3.0,588
188,2001: A Space Odyssey,5.0,603
189,2001: A Space Odyssey,3.5,607
190,2001: A Space Odyssey,3.0,616
191,2001: A Space Odyssey,3.0,633
192,2001: A Space Odyssey,5.0,640
193,2001: A Space Odyssey,4.0,641
194,2001: A Space Odyssey,5.0,650
195,2001: A Space Odyssey,4.5,654
196,2001: A Space Odyssey,5.0,658
197,2001: A Space Odyssey,3.0,659
198,2001: A Space Odyssey,3.0,665
199,24 Hour Party People,4.0,30
200,24 Hour Party People,4.0,38
201,24 Hour Party People,4.0,102
202,24 Hour Party People,4.0,119
203,24 Hour Party People,3.0,195
204,24 Hour Party People,5.0,232
205,24 Hour Party People,4.0,242
206,24 Hour Party People,3.0,259
207,24 Hour Party People,3.0,306
208,24 Hour Party People,5.0,358
209,24 Hour Party People,4.0,373
210,24 Hour Party People,4.0,388
211,24 Hour Party People,3.0,452
212,24 Hour Party People,3.5,460
213,24 Hour Party People,2.5,468
214,24 Hour Party People,3.5,505
215,24 Hour Party People,4.0,510
216,24 Hour Party People,5.0,529
217,24 Hour Party People,4.0,545
218,24 Hour Party People,3.0,547
219,24 Hour Party People,4.0,564
220,24 Hour Party People,3.0,665
221,25th Hour,4.0,119
222,25th Hour,3.5,150
223,25th Hour,3.0,215
224,25th Hour,0.5,301
225,25th Hour,5.0,318
226,25th Hour,4.5,346
227,25th Hour,4.0,390
228,25th Hour,5.0,408
229,25th Hour,3.0,502
230,25th Hour,4.0,543
231,25th Hour,4.0,575
232,25th Hour,3.0,605
233,25th Hour,4.0,654
234,28 Days Later,2.5,15
235,28 Days Later,4.0,17
236,28 Days Later,4.0,30
237,28 Days Later,3.0,39
238,28 Days Later,3.0,85
239,28 Days Later,2.0,99
240,28 Days Later,5.0,128
241,28 Days Later,2.5,150
242,28 Days Later,5.0,153
243,28 Days Later,4.0,177
244,28 Days Later,4.0,200
245,28 Days Later,3.0,213
246,28 Days Later,4.0,285
247,28 Days Later,3.0,294
248,28 Days Later,2.0,353
249,28 Days Later,3.0,396
250,28 Days Later,2.0,468
251,28 Days Later,4.5,469
252,28 Days Later,3.0,496
253,28 Days Later,3.0,534
254,28 Days Later,4.0,564
255,28 Days Later,3.0,605
256,28 Days Later,3.0,624
257,28 Days Later,3.0,639
258,28 Days Later,3.0,647
259,28 Days Later,3.0,664
260,28 Weeks Later,1.5,15
261,28 Weeks Later,1.0,23
262,28 Weeks Later,3.0,30
263,28 Weeks Later,0.5,73
264,28 Weeks Later,4.0,74
265,28 Weeks Later,1.5,103
266,28 Weeks Later,1.0,119
267,28 Weeks Later,2.5,130
268,28 Weeks Later,0.5,165
269,28 Weeks Later,3.0,173
270,28 Weeks Later,2.0,175
271,28 Weeks Later,2.5,212
272,28 Weeks Later,1.0,213
273,28 Weeks Later,5.0,232
274,28 Weeks Later,3.0,247
275,28 Weeks Later,1.0,276
276,28 Weeks Later,1.0,285
277,28 Weeks Later,2.5,294
278,28 Weeks Later,0.5,297
279,28 Weeks Later,3.5,300
280,28 Weeks Later,1.0,325
281,28 Weeks Later,1.0,353
282,28 Weeks Later,1.0,358
283,28 Weeks Later,2.0,360
284,28 Weeks Later,3.0,384
285,28 Weeks Later,1.0,388
286,28 Weeks Later,3.0,390
287,28 Weeks Later,1.0,412
288,28 Weeks Later,1.5,418
289,28 Weeks Later,4.0,453
290,28 Weeks Later,0.5,461
291,28 Weeks Later,1.5,468
292,28 Weeks Later,1.0,475
293,28 Weeks Later,3.0,502
294,28 Weeks Later,2.0,509
295,28 Weeks Later,3.0,518
296,28 Weeks Later,4.0,543
297,28 Weeks Later,2.5,561
298,28 Weeks Later,3.0,564
299,28 Weeks Later,3.0,574
300,28 Weeks Later,1.5,580
301,28 Weeks Later,3.0,603
302,28 Weeks Later,2.0,605
303,28 Weeks Later,3.5,606
304,28 Weeks Later,1.5,624
305,28 Weeks Later,4.0,652
306,28 Weeks Later,3.0,654
307,3-Iron,3.0,15
308,3-Iron,5.0,23
309,3-Iron,2.0,265
310,3-Iron,4.0,306
311,3-Iron,4.0,388
312,3-Iron,5.0,408
313,3-Iron,4.0,420
314,3-Iron,4.0,472
315,3-Iron,4.0,492
316,3-Iron,5.0,499
317,3-Iron,5.0,510
318,3-Iron,4.0,514
319,3-Iron,4.0,529
320,3-Iron,4.5,547
321,3-Iron,4.0,564
322,3-Iron,4.0,573
323,3-Iron,4.5,587
324,3-Iron,5.0,614
325,3-Iron,4.0,647
326,300,3.0,3
327,300,3.0,19
328,300,4.0,30
329,300,4.5,117
330,300,4.0,119
331,300,4.0,130
332,300,2.0,133
333,300,4.5,156
334,300,4.0,212
335,300,1.5,213
336,300,3.0,220
337,300,5.0,232
338,300,5.0,235
339,300,3.5,283
340,300,5.0,292
341,300,3.0,294
342,300,2.0,306
343,300,3.0,311
344,300,5.0,342
345,300,5.0,350
346,300,3.5,378
347,300,3.0,388
348,300,4.0,391
349,300,4.0,422
350,300,3.0,452
351,300,1.5,470
352,300,3.0,509
353,300,4.0,514
354,300,5.0,518
355,300,5.0,529
356,300,3.0,533
357,300,4.0,537
358,300,4.0,547
359,300,5.0,564
360,300,5.0,575
361,300,2.0,580
362,300,4.0,605
363,300,2.5,607
364,300,3.5,613
365,300,5.0,658
366,"4 Months, 3 Weeks and 2 Days",3.0,30
367,"4 Months, 3 Weeks and 2 Days",4.0,34
368,"4 Months, 3 Weeks and 2 Days",4.5,41
369,"4 Months, 3 Weeks and 2 Days",3.0,57
370,"4 Months, 3 Weeks and 2 Days",4.0,73
371,"4 Months, 3 Weeks and 2 Days",4.0,118
372,"4 Months, 3 Weeks and 2 Days",4.0,119
373,"4 Months, 3 Weeks and 2 Days",1.5,120
374,"4 Months, 3 Weeks and 2 Days",5.0,137
375,"4 Months, 3 Weeks and 2 Days",2.5,213
376,"4 Months, 3 Weeks and 2 Days",3.5,234
377,"4 Months, 3 Weeks and 2 Days",4.0,346
378,"4 Months, 3 Weeks and 2 Days",4.0,380
379,"4 Months, 3 Weeks and 2 Days",3.0,388
380,"4 Months, 3 Weeks and 2 Days",2.0,529
381,"4 Months, 3 Weeks and 2 Days",4.0,564
382,"4 Months, 3 Weeks and 2 Days",3.0,597
383,42nd Street,4.0,34
384,42nd Street,4.0,49
385,42nd Street,5.0,102
386,42nd Street,4.0,195
387,42nd Street,4.0,232
388,42nd Street,5.0,248
389,42nd Street,3.5,311
390,42nd Street,3.5,355
391,42nd Street,3.0,358
392,42nd Street,4.0,452
393,42nd Street,5.0,577
394,48 Hrs.,5.0,2
395,48 Hrs.,4.0,5
396,48 Hrs.,3.0,15
397,48 Hrs.,3.0,19
398,48 Hrs.,3.0,20
399,48 Hrs.,3.5,23
400,48 Hrs.,3.0,24
401,48 Hrs.,5.0,30
402,48 Hrs.,5.0,32
403,48 Hrs.,4.0,34
404,48 Hrs.,4.0,39
405,48 Hrs.,4.0,47
406,48 Hrs.,3.0,50
407,48 Hrs.,5.0,58
408,48 Hrs.,4.0,59
409,48 Hrs.,4.0,63
410,48 Hrs.,3.0,64
411,48 Hrs.,4.0,68
412,48 Hrs.,3.5,72
413,48 Hrs.,3.5,73
414,48 Hrs.,3.5,78
415,48 Hrs.,2.5,79
416,48 Hrs.,4.0,82
417,48 Hrs.,5.0,83
418,48 Hrs.,4.0,86
419,48 Hrs.,4.0,88
420,48 Hrs.,3.0,92
421,48 Hrs.,4.0,93
422,48 Hrs.,5.0,94
423,48 Hrs.,4.0,102
424,48 Hrs.,4.0,104
425,48 Hrs.,3.0,105
426,48 Hrs.,5.0,110
427,48 Hrs.,4.0,111
428,48 Hrs.,4.0,121
429,48 Hrs.,3.0,122
430,48 Hrs.,4.5,125
431,48 Hrs.,5.0,126
432,48 Hrs.,4.0,130
433,48 Hrs.,3.0,142
434,48 Hrs.,3.0,144
435,48 Hrs.,3.0,145
436,48 Hrs.,4.0,146
437,48 Hrs.,5.0,151
438,48 Hrs.,3.5,152
439,48 Hrs.,3.5,159
440,48 Hrs.,4.0,161
441,48 Hrs.,4.5,163
442,48 Hrs.,4.0,168
443,48 Hrs.,4.0,172
444,48 Hrs.,5.0,177
445,48 Hrs.,5.0,182
446,48 Hrs.,3.0,185
447,48 Hrs.,5.0,188
448,48 Hrs.,4.0,191
449,48 Hrs.,4.0,194
450,48 Hrs.,3.0,195
451,48 Hrs.,5.0,201
452,48 Hrs.,4.0,212
453,48 Hrs.,1.5,213
454,48 Hrs.,5.0,224
455,48 Hrs.,4.0,225
456,48 Hrs.,4.0,232
457,48 Hrs.,4.0,240
458,48 Hrs.,2.0,241
459,48 Hrs.,5.0,242
460,48 Hrs.,2.5,243
461,48 Hrs.,4.0,253
462,48 Hrs.,3.0,254
463,48 Hrs.,3.5,261
464,48 Hrs.,5.0,266
465,48 Hrs.,4.5,268
466,48 Hrs.,3.5,273
467,48 Hrs.,4.0,279
468,48 Hrs.,3.5,281
469,48 Hrs.,4.5,282
470,48 Hrs.,4.0,283
471,48 Hrs.,5.0,286
472,48 Hrs.,3.0,288
473,48 Hrs.,4.0,290
474,48 Hrs.,4.0,292
475,48 Hrs.,4.5,295
476,48 Hrs.,4.5,300
477,48 Hrs.,4.0,304
478,48 Hrs.,4.0,306
479,48 Hrs.,3.0,308
480,48 Hrs.,5.0,311
481,48 Hrs.,3.5,313
482,48 Hrs.,4.0,317
483,48 Hrs.,4.0,324
484,48 Hrs.,4.0,328
485,48 Hrs.,2.0,330
486,48 Hrs.,4.0,338
487,48 Hrs.,5.0,342
488,48 Hrs.,2.0,353
489,48 Hrs.,3.0,355
490,48 Hrs.,5.0,365
491,48 Hrs.,4.0,369
492,48 Hrs.,5.0,375
493,48 Hrs.,4.0,380
494,48 Hrs.,3.0,382
495,48 Hrs.,4.0,383
496,48 Hrs.,4.0,385
497,48 Hrs.,4.5,388
498,48 Hrs.,4.0,389
499,48 Hrs.,2.0,391
500,48 Hrs.,5.0,396
501,48 Hrs.,4.0,400
502,48 Hrs.,4.5,402
503,48 Hrs.,5.0,407
504,48 Hrs.,3.0,408
505,48 Hrs.,4.0,409
506,48 Hrs.,3.0,415
507,48 Hrs.,3.0,416
508,48 Hrs.,4.0,418
509,48 Hrs.,4.0,421
510,48 Hrs.,4.5,426
511,48 Hrs.,4.0,430
512,48 Hrs.,4.0,431
513,48 Hrs.,4.5,432
514,48 Hrs.,3.0,434
515,48 Hrs.,5.0,437
516,48 Hrs.,5.0,440
517,48 Hrs.,3.5,441
518,48 Hrs.,4.0,442
519,48 Hrs.,4.0,447
520,48 Hrs.,4.0,449
521,48 Hrs.,4.0,452
522,48 Hrs.,3.0,461
523,48 Hrs.,4.0,466
524,48 Hrs.,3.0,468
525,48 Hrs.,4.5,471
526,48 Hrs.,3.0,472
527,48 Hrs.,5.0,479
528,48 Hrs.,4.5,480
529,48 Hrs.,4.0,487
530,48 Hrs.,4.0,495
531,48 Hrs.,4.0,496
532,48 Hrs.,3.0,502
533,48 Hrs.,5.0,508
534,48 Hrs.,3.0,509
535,48 Hrs.,4.0,511
536,48 Hrs.,3.0,513
537,48 Hrs.,4.0,514
538,48 Hrs.,3.5,523
539,48 Hrs.,4.0,533
540,48 Hrs.,5.0,534
541,48 Hrs.,5.0,536
542,48 Hrs.,4.0,537
543,48 Hrs.,4.0,538
544,48 Hrs.,5.0,544
545,48 Hrs.,4.0,547
546,48 Hrs.,3.0,548
547,48 Hrs.,4.0,551
548,48 Hrs.,3.0,555
549,48 Hrs.,5.0,556
550,48 Hrs.,5.0,559
551,48 Hrs.,4.5,560
552,48 Hrs.,4.0,561
553,48 Hrs.,4.5,562
554,48 Hrs.,2.5,563
555,48 Hrs.,3.0,564
556,48 Hrs.,3.0,565
557,48 Hrs.,3.0,568
558,48 Hrs.,3.5,570
559,48 Hrs.,4.0,571
560,48 Hrs.,3.0,574
561,48 Hrs.,4.5,577
562,48 Hrs.,4.5,587
563,48 Hrs.,4.0,588
564,48 Hrs.,4.0,589
565,48 Hrs.,5.0,590
566,48 Hrs.,4.0,592
567,48 Hrs.,4.0,593
568,48 Hrs.,4.0,595
569,48 Hrs.,3.5,596
570,48 Hrs.,1.5,599
571,48 Hrs.,3.0,602
572,48 Hrs.,4.0,603
573,48 Hrs.,4.0,605
574,48 Hrs.,4.0,607
575,48 Hrs.,5.0,619
576,48 Hrs.,4.0,623
577,48 Hrs.,3.0,624
578,48 Hrs.,3.0,627
579,48 Hrs.,3.0,629
580,48 Hrs.,4.0,632
581,48 Hrs.,4.0,633
582,48 Hrs.,4.0,639
583,48 Hrs.,4.0,641
584,48 Hrs.,4.0,649
585,48 Hrs.,4.0,653
586,48 Hrs.,5.0,654
587,48 Hrs.,4.0,657
588,48 Hrs.,5.0,658
589,48 Hrs.,5.0,659
590,48 Hrs.,4.0,662
591,48 Hrs.,4.0,666
592,48 Hrs.,4.0,667
593,48 Hrs.,3.0,670
594,5 Card Stud,3.5,8
595,5 Card Stud,4.5,13
596,5 Card Stud,5.0,15
597,5 Card Stud,4.5,17
598,5 Card Stud,4.0,20
599,5 Card Stud,5.0,22
600,5 Card Stud,4.0,23
601,5 Card Stud,3.0,30
602,5 Card Stud,4.5,31
603,5 Card Stud,4.0,38
604,5 Card Stud,4.5,40
605,5 Card Stud,5.0,42
606,5 Card Stud,5.0,46
607,5 Card Stud,4.5,48
608,5 Card Stud,4.0,56
609,5 Card Stud,4.5,59
610,5 Card Stud,5.0,61
611,5 Card Stud,5.0,63
612,5 Card Stud,5.0,68
613,5 Card Stud,5.0,69
614,5 Card Stud,3.0,72
615,5 Card Stud,5.0,73
616,5 Card Stud,4.5,75
617,5 Card Stud,3.0,77
618,5 Card Stud,4.5,78
619,5 Card Stud,3.0,79
620,5 Card Stud,4.5,84
621,5 Card Stud,4.0,88
622,5 Card Stud,5.0,91
623,5 Card Stud,5.0,93
624,5 Card Stud,4.5,94
625,5 Card Stud,5.0,95
626,5 Card Stud,5.0,99
627,5 Card Stud,5.0,101
628,5 Card Stud,4.0,104
629,5 Card Stud,5.0,105
630,5 Card Stud,4.0,109
631,5 Card Stud,4.0,111
632,5 Card Stud,5.0,116
633,5 Card Stud,5.0,124
634,5 Card Stud,4.5,125
635,5 Card Stud,5.0,128
636,5 Card Stud,5.0,130
637,5 Card Stud,0.5,133
638,5 Card Stud,3.0,134
639,5 Card Stud,4.0,136
640,5 Card Stud,3.5,138
641,5 Card Stud,5.0,148
642,5 Card Stud,4.5,150
643,5 Card Stud,4.0,152
644,5 Card Stud,3.5,157
645,5 Card Stud,4.5,159
646,5 Card Stud,3.5,163
647,5 Card Stud,3.0,164
648,5 Card Stud,5.0,169
649,5 Card Stud,5.0,175
650,5 Card Stud,4.5,176
651,5 Card Stud,5.0,185
652,5 Card Stud,5.0,186
653,5 Card Stud,1.0,187
654,5 Card Stud,4.0,199
655,5 Card Stud,5.0,201
656,5 Card Stud,4.0,205
657,5 Card Stud,5.0,212
658,5 Card Stud,4.5,213
659,5 Card Stud,5.0,216
660,5 Card Stud,0.5,219
661,5 Card Stud,4.0,228
662,5 Card Stud,4.5,234
663,5 Card Stud,2.5,236
664,5 Card Stud,5.0,243
665,5 Card Stud,4.5,244
666,5 Card Stud,4.0,245
667,5 Card Stud,5.0,248
668,5 Card Stud,4.0,251
669,5 Card Stud,5.0,253
670,5 Card Stud,5.0,255
671,5 Card Stud,4.5,257
672,5 Card Stud,3.5,261
673,5 Card Stud,3.0,262
674,5 Card Stud,5.0,268
675,5 Card Stud,5.0,270
676,5 Card Stud,4.0,271
677,5 Card Stud,5.0,272
678,5 Card Stud,5.0,273
679,5 Card Stud,5.0,282
680,5 Card Stud,5.0,287
681,5 Card Stud,4.0,292
682,5 Card Stud,4.0,293
683,5 Card Stud,4.0,294
684,5 Card Stud,5.0,295
685,5 Card Stud,3.0,298
686,5 Card Stud,2.5,304
687,5 Card Stud,5.0,309
688,5 Card Stud,4.5,313
689,5 Card Stud,4.0,316
690,5 Card Stud,2.5,324
691,5 Card Stud,5.0,340
692,5 Card Stud,4.0,345
693,5 Card Stud,4.0,346
694,5 Card Stud,5.0,347
695,5 Card Stud,5.0,350
696,5 Card Stud,2.0,353
697,5 Card Stud,4.5,355
698,5 Card Stud,3.0,362
699,5 Card Stud,5.0,365
700,5 Card Stud,5.0,370
701,5 Card Stud,1.5,371
702,5 Card Stud,4.0,379
703,5 Card Stud,4.5,380
704,5 Card Stud,4.0,382
705,5 Card Stud,4.0,384
706,5 Card Stud,5.0,388
707,5 Card Stud,2.0,394
708,5 Card Stud,4.0,402
709,5 Card Stud,4.5,405
710,5 Card Stud,5.0,406
711,5 Card Stud,5.0,407
712,5 Card Stud,5.0,410
713,5 Card Stud,4.5,417
714,5 Card Stud,5.0,418
715,5 Card Stud,3.0,423
716,5 Card Stud,4.0,425
717,5 Card Stud,5.0,426
718,5 Card Stud,4.0,428
719,5 Card Stud,2.0,429
720,5 Card Stud,3.5,430
721,5 Card Stud,4.5,431
722,5 Card Stud,5.0,433
723,5 Card Stud,4.0,438
724,5 Card Stud,5.0,441
725,5 Card Stud,4.5,442
726,5 Card Stud,5.0,446
727,5 Card Stud,5.0,448
728,5 Card Stud,1.0,450
729,5 Card Stud,4.0,456
730,5 Card Stud,5.0,458
731,5 Card Stud,3.5,460
732,5 Card Stud,4.5,461
733,5 Card Stud,5.0,463
734,5 Card Stud,3.5,468
735,5 Card Stud,5.0,471
736,5 Card Stud,3.0,472
737,5 Card Stud,5.0,475
738,5 Card Stud,5.0,478
739,5 Card Stud,2.0,479
740,5 Card Stud,5.0,480
741,5 Card Stud,5.0,481
742,5 Card Stud,4.0,483
743,5 Card Stud,3.5,488
744,5 Card Stud,1.5,500
745,5 Card Stud,4.5,501
746,5 Card Stud,3.0,503
747,5 Card Stud,4.5,509
748,5 Card Stud,4.5,519
749,5 Card Stud,5.0,520
750,5 Card Stud,4.5,521
751,5 Card Stud,4.0,522
752,5 Card Stud,4.5,523
753,5 Card Stud,5.0,525
754,5 Card Stud,4.5,527
755,5 Card Stud,4.0,528
756,5 Card Stud,0.5,531
757,5 Card Stud,4.5,532
758,5 Card Stud,4.0,542
759,5 Card Stud,4.0,544
760,5 Card Stud,2.5,547
761,5 Card Stud,5.0,553
762,5 Card Stud,4.0,554
763,5 Card Stud,5.0,561
764,5 Card Stud,5.0,562
765,5 Card Stud,5.0,570
766,5 Card Stud,4.5,572
767,5 Card Stud,4.0,574
768,5 Card Stud,5.0,575
769,5 Card Stud,5.0,577
770,5 Card Stud,4.5,580
771,5 Card Stud,4.0,582
772,5 Card Stud,5.0,584
773,5 Card Stud,5.0,586
774,5 Card Stud,2.5,587
775,5 Card Stud,3.0,596
776,5 Card Stud,5.0,598
777,5 Card Stud,4.0,599
778,5 Card Stud,4.5,607
779,5 Card Stud,4.5,612
780,5 Card Stud,4.5,613
781,5 Card Stud,3.5,615
782,5 Card Stud,0.5,620
783,5 Card Stud,5.0,621
784,5 Card Stud,5.0,622
785,5 Card Stud,4.0,624
786,5 Card Stud,4.5,627
787,5 Card Stud,1.5,648
788,5 Card Stud,5.0,654
789,5 Card Stud,5.0,655
790,5 Card Stud,4.0,660
791,5 Card Stud,4.0,664
792,5 Card Stud,5.0,665
793,5 Card Stud,5.0,671
794,7 Virgins,3.0,15
795,7 Virgins,1.0,19
796,7 Virgins,4.0,36
797,7 Virgins,3.5,73
798,7 Virgins,3.0,86
799,7 Virgins,3.5,105
800,7 Virgins,4.0,119
801,7 Virgins,3.5,158
802,7 Virgins,4.0,177
803,7 Virgins,4.0,189
804,7 Virgins,4.0,220
805,7 Virgins,2.0,242
806,7 Virgins,4.0,254
807,7 Virgins,4.0,285
808,7 Virgins,4.0,344
809,7 Virgins,3.0,384
810,7 Virgins,4.0,391
811,7 Virgins,1.0,399
812,7 Virgins,3.0,416
